ID,Label,Type,Emperor,Title,FindingAid
Vitellius EXVIII,Vitellius EXVIII,Book,Vitellius,Psalter with gloss in Old English (3rd quarter of the 11th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103106&displayMode=full&vid=IAMS_VU2
Caligula EV,Caligula EV,Book,Caligula,"Records and correspondence concerning England and France, 1552–1564, including letters of Henri II, king of France (1547–1559) (3rd quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102403&displayMode=full&vid=IAMS_VU2
Galba BII,Galba BII,Book,Galba,"Records and papers concerning England and Burgundy, 1499–1508 (4th quarter 15th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102770&displayMode=full&vid=IAMS_VU2
Vespasian FIX,Vespasian FIX,Book,Vespasian,"Miscellaneous papers, including the statutes of St George’s College, Windsor (2r–18r), and a record of its visitation, 1570 (18v–22r); ordinances for the Augustinian canons in England, 1519 (23r–32v); letters and papers concerning precedency (39r–93r, 100r–113r); record of the autopsy performed on Prince Henry of England (d. 1612) (136r); Articles concerning the Admiralty of England, 1591 (ff. 173–174",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103467&displayMode=full&vid=IAMS_VU2
Galba DV,Galba DV,Book,Galba,"Records and papers concerning England and the Low Countries, 1589 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102796&displayMode=full&vid=IAMS_VU2
Vitellius CVI,Vitellius CVI,Book,Vitellius,"Cartulary of Meaux Abbey, including a book-list (242v–246r) (1st quarter of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103010&displayMode=full&vid=IAMS_VU2
Nero DVI,Nero DVI,Book,Nero,"Documents relating to the Anglo-French and Anglo-Scottish wars (4r–64v); coronation order of King Richard II of England (1377–99) (65r–69v); account of the coronation of Richard II, 16 July 1377 (70r–71v); Modus tenendi Parliamentum (72r–75r); chronicle of English history, Noah–AD 1377 (76r–81r); documents relating to the office of marshal of England (82r–92r) (4th quarter of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102727&displayMode=full&vid=IAMS_VU2
Cleopatra CII,Cleopatra CII,Book,Cleopatra,Cotton Manuscript Cleopatra C II (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103764&displayMode=full&vid=IAMS_VU2
Vitellius BVIII,Vitellius BVIII,Book,Vitellius,"Records and papers concerning England and Rome, 1526 (2nd quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102991&displayMode=full&vid=IAMS_VU2
Vitellius FXII,Vitellius FXII,Book,Vitellius,Cotton Manuscript Vitellius F XII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103121&displayMode=full&vid=IAMS_VU2
Galba CI,Galba CI,Book,Galba,,
Claudius AXI,Claudius AXI,Book,Claudius,"Table of contents (2r–7r); Anselm of Canterbury, Epistole (9r–163v) (2nd half of the 13th century-2nd half of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102461&displayMode=full&vid=IAMS_VU2
Claudius EVIII,Claudius EVIII,Book,Claudius,Cotton Manuscript Claudius E VIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102572&displayMode=full&vid=IAMS_VU2
Galba AXVIII,Galba AXVIII,Book,Galba,"Gallican Psalter (‘Athelstan’ or ‘Galba Psalter’), with additions including a metrical calendar, computistical texts and tables and liturgical texts. A Cottonian composite frontispiece, from the Breviary of Margaret of York. (1st half of the 9th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102572&displayMode=full&vid=IAMS_VU2
Cleopatra CI,Cleopatra CI,Book,Cleopatra,,
Nero CVIII,Nero CVIII,Book,Nero,"Wardrobe-book, 4–7 Edward II (1310–1314) (2r–178v) and 8–11 Edward III (1334–1338) (179r–325r) (2st half of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102686&displayMode=full&vid=IAMS_VU2
Faustina BVII,Faustina BVII,Book,Faustina,Cotton Manuscript Faustina B VII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103898&displayMode=full&vid=IAMS_VU2
Titus CX,Titus CX,Book,Titus,"Miscellaneous historical collections, mainly temp. Elizabeth I (1558–1603), and partly in the hand of William Camden (d. 1623) (2nd half 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103543&displayMode=full&vid=IAMS_VU2
Vespasian DX,Vespasian DX,Book,Vespasian,"A collection of chronicles and historical material including Ralph of Coggeshall, Chronicon Anglicanum and Ralph Niger, Chronica (1200-1549)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103320&displayMode=full&vid=IAMS_VU2
Titus BI,Titus BI,Book,Titus,"Records and papers, temp. Henry VIII (1509–1547) (16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103320&displayMode=full&vid=IAMS_VU2
Faustina BIV,Faustina BIV,Book,Faustina,Cotton Manuscript Faustina B IV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103882&displayMode=full&vid=IAMS_VU2
Titus EVI,Titus EVI,Book,Titus,"Transcript of the Parliament rolls, 18–39 Henry VI (1439–1460), including original documents (231v, ff. 272–275, 335–338, 371–372) (1450-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103606&displayMode=full&vid=IAMS_VU2
Titus BII,Titus BII,Book,Titus,"Records and papers, temp. Edward VI (1547–1553) to Elizabeth I (1558–1603) (mid 16th century-1st quarter 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103520&displayMode=full&vid=IAMS_VU2
Titus BXIII,Titus BXIII,Book,Titus,"Records and papers relating to Ireland, temp. Elizabeth I (1558–1603) (2nd half 16th century-1st quarter 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103531&displayMode=full&vid=IAMS_VU2
Tiberius AX,Tiberius AX,Book,Tiberius,Cotton Manuscript Tiberius A X (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102174&displayMode=full&vid=IAMS_VU2
Vitellius CXVII,Vitellius CXVII,Book,Vitellius,"Miscellaneous historical tracts, temp. Elizabeth I (1558–1603) (2nd half 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102174&displayMode=full&vid=IAMS_VU2
Faustina BIII,Faustina BIII,Book,Faustina,List of Roman and Byzantine emperors to Constantine V (d. 775); Regularis Concordia; Life of St Edith; Chronicle of Wilton Abbey; Life of St Æthelthryth; Cartulary of Peterborough Abbey (mid-11th century-1st half 15th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103878&displayMode=full&vid=IAMS_VU2
Nero EI,Nero EI,Book,Nero,"‘Cotton-Corpus legendary’, volume 1 and volume 2 (imperfect); ‘Wulfstan Cartulary’/‘Nero-Middleton Cartulary’/‘Oswald Cartulary’, including a list of the estates of Worcester Cathedral (184v); Office lections; law-code IV Edgar (excerpt); another Legendary (imperfect) (2nd half 11th century - 2nd quarter 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102742&displayMode=full&vid=IAMS_VU2
Otho BV,Otho BV,Book,Otho,"Roger of Wendover, Flores historiarum, book ii, incorporating St Godric’s hymn to the Blessed Virgin Mary (part II, f. 32v",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102859&displayMode=full&vid=IAMS_VU2
Galba DVII,Galba DVII,Book,Galba,"Records and papers concerning England and the Low Countries, 1590 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102859&displayMode=full&vid=IAMS_VU2
Otho EVII,Otho EVII,Book,Otho,"Papers relating to the Admiralty, Navy, shipping and fishing, Edward VI–James I, including ‘A Survey of the Victories Rigging’ (278r–281v) (Mid 16th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102915&displayMode=full&vid=IAMS_VU2
Nero EV,Nero EV,Book,Nero,"Decrees of the Council of Constance, AD 1414–1418 (1st half of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102752&displayMode=full&vid=IAMS_VU2
Domitian I,Domitian AI,Book,Domitian,"Bede the Venerable, De natura rerum (excerpt); Isidore of Seville, De natura rerum; a glossary to Abbo of Saint-Germain-des-Prés's Bella Parisiace urbis, book 3 followed by glosses on a commentary on Priscian's Institutio de nomine, pronomine et verbo; Computistical tables; a commentary on Priscian's Institutio de nomine, pronomine et verbo; Bede, De die iudicii; a Latin colophon of three hexameters, a recipe in Old English and a list of books; Gerald of Wales, Itinerarium Cambriae; Gerald of Wales Descriptio Cambriae; Gerald of Wales, Retractationes; Gerald of Wales Catalogus brevior librorum suorum; Annales Cambriae; a Life of David fitz Gerald (Vita David secundi); Cognacio Brychan. (mid-10th century- mid-16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103629&displayMode=full&vid=IAMS_VU2
Titus DXII,Titus DXII,Book,Titus,Cotton Manuscript Titus D XII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103576&displayMode=full&vid=IAMS_VU2
Domitian XVIII,Domitian AXVIII,Book,Domitian,Cotton Manuscript Domitian A XVIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103576&displayMode=full&vid=IAMS_VU2
Caligula AIII,Caligula AIII,Book,Caligula,Cotton Manuscript Caligula A III (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102314&displayMode=full&vid=IAMS_VU2
Claudius BVII,Claudius BVII,Book,Claudius,Cotton Manuscript Claudius B VII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102478&displayMode=full&vid=IAMS_VU2
Galba BIX,Galba BIX,Book,Galba,,
Vitellius DII,Vitellius DII,Book,Vitellius,"Matthew Paris, Historia Anglorum, AD 1067–1253, with a continuation to 1273 (2nd half of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103034&displayMode=full&vid=IAMS_VU2
Vitellius BXXI,Vitellius BXXI,Book,Vitellius,"Records and papers concerning England and Germany, 1526–1545 (2nd quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103001&displayMode=full&vid=IAMS_VU2
Vitellius CIX,Vitellius CIX,Book,Vitellius,Cotton Manuscript Vitellius C IX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103018&displayMode=full&vid=IAMS_VU2
Vespasian FVII,Vespasian FVII,Book,Vespasian,"Records and correspondence (all originals) concerning England and Scotland, 1296–1547, including the renunciation of fealty by John Balliol, king of Scots (1292–1296; d. 1313), to King Edward I of England (1272–1307), 1296 (f. 42); instructions sent by Humphrey, duke of Gloucester (d. 1447), to John Scrope, Lord Scrope of Masham (d. 1455), 1430 (f. 48); letter of Mary, queen of Scots (1542–1567; d. 1587), 1547 (f. 73); early modern list of contents (ff. 126–130) (1296-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103018&displayMode=full&vid=IAMS_VU2
Galba DVIII,Galba DVIII,Book,Galba,"Records and papers concerning England and the Low Countries, 1591 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102798&displayMode=full&vid=IAMS_VU2
Galba AIX,Galba AIX,Book,Galba,Cotton Manuscript Galba A IX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102759&displayMode=full&vid=IAMS_VU2
Caligula DVI,Caligula DVI,Book,Caligula,"Records and correspondence (mostly originals) concerning England and France, 1475–1517, including items sent by King Henry VII of England (1485–1509), King Henry VIII of England (1509–47), King Louis XII of France (1498–1515), King Francis I of France (1515–47), Katherine of Aragon, queen of England (d. 1536), and Queen Mary of France (Mary Tudor) (d. 1533), many of them addressed to Thomas, Cardinal Wolsey (d. 1530) (4th quarter of the 15th century-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102392&displayMode=full&vid=IAMS_VU2
Caligula DI,Caligula DI,Book,Caligula,"Records and papers concerning England and Scotland, 1587–1589 (4th quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102392&displayMode=full&vid=IAMS_VU2
Galba BVII,Galba BVII,Book,Galba,"Records and papers concerning England and Burgundy, 1521–1522 (1st quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102775&displayMode=full&vid=IAMS_VU2
Julius CVI,Julius CVI,Book,Julius,Cotton Manuscript Julius C VI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101692&displayMode=full&vid=IAMS_VU2
Nero DIII,Nero DIII,Book,Nero,Cotton Manuscript Nero D III (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102721&displayMode=full&vid=IAMS_VU2
Galba AVIII,Galba AVIII,Book,Galba,,
Tiberius AV,Tiberius AV,Book,Tiberius,Cotton Manuscript Tiberius A V (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102157&displayMode=full&vid=IAMS_VU2
Vespasian DIV,Vespasian DIV,Book,Vespasian,Cotton Manuscript Vespasian D IV (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103290&displayMode=full&vid=IAMS_VU2
Claudius CIX,Claudius CIX,Book,Claudius,"Hugh of Saint-Victor, Chronicle; annalistic chronicle, AD 1–1171; William of Malmesbury, Gesta regum Anglorum; Notarial copy of letters patent of Queen Elizabeth I of England (r. 1558–1603), issued at Hereford Cathedral; Charters of Kings Edward I (r. 1272–1307) and Henry III (r. 1216–72) of England for the Abingdon Abbey; Award of Norham, addressed to the abbot and convent of Battle; Liber terrarum of Abingdon Abbey and other memoranda (2nd half of the 12th century-1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102508&displayMode=full&vid=IAMS_VU2
Galba CXI,Galba CXI,Book,Galba,"Records and papers concerning England and the Low Countries, 1587 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102791&displayMode=full&vid=IAMS_VU2
Galba BX,Galba BX,Book,Galba,"Records and papers concerning England and Burgundy, 1531–1546 (2nd quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102791&displayMode=full&vid=IAMS_VU2
Caligula DVII,Caligula DVII,Book,Caligula,"Records and correspondence concerning England and France, 1518–1520, including items sent by King Henry VIII of England (1509–1547) (1st quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102393&displayMode=full&vid=IAMS_VU2
Cambridge University Library Additional MS 3578,Cambridge University Library Additional MS 3578,Book,Cambridge,,
Julius FXI,Julius FXI,Book,Julius,"Genealogical and historical collections, much of it published in William Camden, Remaines of a Greater Worke, concerning Britaine (London, 1605), including A Discourse towching the pretended Matche betwene the Duke of Norffolk and the Quene of Scottes (22r–41v), ‘Surnames’ (121r–135r), ‘Anagrammes’ (141r–142r), ‘The Excellency of the English tongue’ (265r–267v), engravings of Classical statues (ff. 280–289",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101778&displayMode=full&vid=IAMS_VU2
Titus BVI,Titus BVI,Book,Titus,"Records and papers concerning England’s affairs with France and with the Low Countries, some in the hand of William Cecil, 1st Baron Burghley (d. 1598); miscellaneous material, including a catalogue of Anglo-Saxon coins (245r–248v), a drawing of a Roman inscription at Burgh near Bainbridge (Yorkshire) (251v), and tables of ciphers (252r–263r) (4th quarter of the 16th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103524&displayMode=full&vid=IAMS_VU2
Galba AI,Galba AI,Book,Galba,Regimento e ceremonias de capella (2nd half of the 16th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102756&displayMode=full&vid=IAMS_VU2
Claudius CIV,Claudius CIV,Book,Claudius,"Extracts from the Red Book of the Exchequer (London, The National Archives, E 164/2) and other records, including excerpts from the Strata Florida Chronicle (248r–258v) and the Neath Chronicle (259r–v) (4th quarter of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102497&displayMode=full&vid=IAMS_VU2
Vitellius AII,Vitellius AII,Book,Vitellius,Cotton Manuscript Vitellius A II (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102929&displayMode=full&vid=IAMS_VU2
Vespasian AVI,Vespasian AVI,Book,Vespasian,Cotton Manuscript Vespasian A VI (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103157&displayMode=full&vid=IAMS_VU2
Vitellius EVIII,Vitellius EVIII,Book,Vitellius,Cotton Manuscript Vitellius E VIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103079&displayMode=full&vid=IAMS_VU2
Claudius BV,Claudius BV,Book,Claudius,Acts of the Council of Constantinople with an additional pasted miniature (8th century-14th century),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102471&displayMode=full&vid=IAMS_VU2
London British Library Harley MS 988,London British Library Harley MS 988,Book,London,,
Galba BI,Galba BI,Book,Galba,"Records and papers concerning England and Flanders, 1341–1473 (original documents); draft certificate of the coat of arms of Robert Hampson of London, 10 October 1602 (ff. 209–210); notes on English embassies to Flanders, 1402–1405 (ff. 214–215) (Mid 14th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102471&displayMode=full&vid=IAMS_VU2
Otho BIII,Otho BIII,Book,Otho,Cotton Manuscript Otho B III (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102850&displayMode=full&vid=IAMS_VU2
Titus EX,Titus EX,Book,Titus,"Transcript of the Parliament rolls, 1 Henry VII (1485) (1st half of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103610&displayMode=full&vid=IAMS_VU2
Cleopatra CVII,Cleopatra CVII,Book,Cleopatra,Cotton Manuscript Cleopatra C VII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103774&displayMode=full&vid=IAMS_VU2
Titus FI,Titus FI,Book,Titus,"Journals of Parliament, 1–29 Elizabeth I (1558/9–1587), including ‘A Proclamation notifying the dissolution of the Parliament that was proroged vnto the xiiii day of Nouember, 1586’ (London, 1586",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103615&displayMode=full&vid=IAMS_VU2
Titus DI,Titus DI,Book,Titus,"Thirty-Seven Articles (3r–86v), with an index (87r–90r) (mid-15th century-2nd half 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103563&displayMode=full&vid=IAMS_VU2
Julius AII,Julius AII,Book,Julius,"Bede, De temporum ratione; Ælfric, Grammar and Glossary; Disticha Catonis (Mid-11th century to 2nd half of the 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101594&displayMode=full&vid=IAMS_VU2
Caligula AVIII,Caligula AVIII,Book,Caligula,"Beauchief obituary calendar; Libellus de Primo Saxonum vel Normannorum Adventu; an epitome of Symeon of Durham's Historia Regum; De VII Mirabilibus Mundi; Historia Brittonum; hagiography and lections composed by Eadmer of Canterbury, Goscelin of Saint-Bertin, and others; imperfect copies of Vita Beati Birini Episcopi and Wulfstan of Winchester's Vita Sancti Æthelwoldi; hagiography relating to Benedict of Nursia, Mary Magdalene and the account of the vision of the monk of Eynsham (1st half of the 12th century - 1st half of the 16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102327&displayMode=full&vid=IAMS_VU2
Augustus I.II34,Augustus I.II34,Book,Augustus,,
Tiberius EI,Tiberius EI,Book,Tiberius,"John Tynemouth, Sanctilogium Angliae, Walliae, Scotiae et Hiberniae (2nd half of the 14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102290&displayMode=full&vid=IAMS_VU2
Otho CVII,Otho CVII,Book,Otho,"Ivo of Chartres, Ecclesiastical treatises and letters (Mid 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102882&displayMode=full&vid=IAMS_VU2
Nero AXV,Nero AXV,Book,Nero,"Chronicle of Ely Cathedral Priory, AD 156–Bishop John Ketton (1310–1316) (imperfect) (1st half of the 15th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102637&displayMode=full&vid=IAMS_VU2
Vitellius AVIII,Vitellius AVIII,Book,Vitellius,Cotton Manuscript Vitellius A VIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102940&displayMode=full&vid=IAMS_VU2
Julius DIII,Julius DIII,Book,Julius,"Cartulary of St Albans Abbey; Ralph of Dunstable, Vita Sancti Albani; Golliardic stanzas; Versus de Motu et Pena Peccandi; Versus de Mensibus Anni; Versus de Virtutibus Imitandis et Earum Distinctionibus; Vita Beati Thome Martiris Archiepiscopi Cantuariensis; Hildebert of Lavardin, Biblical Epigrams; Alain de Lille, Anticlaudianus (excerpt) (13th century-16th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001101710&displayMode=full&vid=IAMS_VU2
Nero AV,Nero AV,Book,Nero,"Philippe de Thaon, Comput; Bestiarius; Elias of Evesham, Quadrilogus de Vita Sancti Thome Cantuariensis (Mid 12th century-Mid 13th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102598&displayMode=full&vid=IAMS_VU2
Cleopatra BXIII,Cleopatra BXIII,Book,Cleopatra,"Old English homilies and other liturgy; the earliest Vita S Dunstani and a rhymed responsory for an office for Gregory the Great; history of the kings of Britain and England attributed to Peter of Ickham, with continuations (11th century-14th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103756&displayMode=full&vid=IAMS_VU2
Cleopatra DIX,Cleopatra DIX,Book,Cleopatra,Cotton Manuscript Cleopatra D IX (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103814&displayMode=full&vid=IAMS_VU2
Galba DI,Galba DI,Book,Galba,"Records and papers concerning England and the Low Countries, 1587 (4th quarter 16th century-1st half 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103814&displayMode=full&vid=IAMS_VU2
Nero AVIII,Nero AVIII,Book,Nero,Cotton Manuscript Nero A VIII (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102610&displayMode=full&vid=IAMS_VU2
Domitian V,Domitian AV,Book,Domitian,Cotton Manuscript Domitian A V (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103644&displayMode=full&vid=IAMS_VU2
Faustina CIII,Faustina CIII,Book,Faustina,"Papers relating to the University and town of Cambridge (originals and copies), including a list of its chancellors, AD 289–1605 (81r–102r), and arms of the university, selected colleges and Eton College (533r–537r) (1st quarter of the 15th century-1st quarter of the 17th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103917&displayMode=full&vid=IAMS_VU2
Tiberius BX,Tiberius BX,Book,Tiberius,Cotton Manuscript Tiberius B X (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102226&displayMode=full&vid=IAMS_VU2
Claudius EV,Claudius EV,Book,Claudius,"Notitia Provinciarum; Pseudo-Isidore, Decretales; excerpts from Bede, Historia Ecclesiastica Gentis Anglorum; Pseudo-Gregory the Great, Decreta; Cartulary of Christ Church, Canterbury; Ralph d'Escures, Letter (1st quarter of the 12th century)",http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001102569&displayMode=full&vid=IAMS_VU2
Vespasian EII,Vespasian EII,Book,Vespasian,Cotton Manuscript Vespasian E II (Unspecified),http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&doc=IAMS040-001103389&displayMode=full&vid=IAMS_VU2
